,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Cluster
1779,UnderGraduate,Partner,60839.0,1.0,1.0,2012-08-28,72.0,600.0,21.0,128.0,223.0,150.0,128.0,13.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1
1780,Graduation,Partner,77298.0,0.0,1.0,2013-11-02,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
1781,Graduation,Partner,34026.0,1.0,1.0,2013-08-05,11.0,18.0,6.0,15.0,12.0,8.0,17.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0
1782,PhD,Single,48918.0,1.0,1.0,2014-04-12,21.0,52.0,0.0,9.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1
1783,UnderGraduate,Partner,82122.0,0.0,0.0,2013-08-15,89.0,734.0,22.0,350.0,151.0,25.0,100.0,1.0,3.0,9.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,2
1784,Graduation,Single,37697.0,1.0,0.0,2014-02-07,82.0,34.0,6.0,21.0,11.0,4.0,8.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2
1785,Graduation,Partner,34074.0,1.0,1.0,2013-07-13,69.0,135.0,1.0,41.0,10.0,1.0,67.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,2
1786,Master,Partner,28520.0,1.0,1.0,2013-06-14,55.0,11.0,0.0,10.0,0.0,2.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2
1787,Graduation,Single,62535.0,0.0,1.0,2013-10-03,13.0,163.0,48.0,90.0,0.0,45.0,52.0,1.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0
1788,Master,Single,36273.0,1.0,0.0,2014-04-16,80.0,29.0,3.0,30.0,3.0,2.0,9.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1
1789,Graduation,Partner,63404.0,0.0,2.0,2014-06-06,97.0,734.0,26.0,70.0,11.0,44.0,17.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,1
1790,UnderGraduate,Partner,75774.0,1.0,0.0,2014-05-02,27.0,340.0,21.0,134.0,258.0,14.0,56.0,1.0,7.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
1791,Graduation,Partner,78416.0,0.0,1.0,2014-06-27,99.0,453.0,38.0,279.0,188.0,38.0,183.0,2.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
1792,Graduation,Partner,75702.0,0.0,1.0,2012-10-14,87.0,1073.0,0.0,629.0,145.0,37.0,37.0,1.0,10.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,1
1793,Master,Partner,59385.0,1.0,1.0,2013-04-28,85.0,135.0,0.0,10.0,0.0,4.0,36.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1794,Graduation,Single,37070.0,1.0,1.0,2013-03-20,30.0,231.0,7.0,137.0,4.0,15.0,39.0,9.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,2
1795,Graduation,Partner,44689.0,1.0,1.0,2014-01-10,82.0,18.0,0.0,5.0,0.0,0.0,11.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1796,Graduation,Partner,53977.0,0.0,1.0,2013-06-08,21.0,620.0,16.0,165.0,0.0,24.0,82.0,5.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2
1797,PhD,Single,7144.0,0.0,2.0,2013-12-07,92.0,81.0,4.0,33.0,5.0,2.0,291.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
1798,Graduation,Single,18701.0,1.0,1.0,2013-06-04,95.0,12.0,4.0,2.0,10.0,6.0,10.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2
1799,Graduation,Partner,90369.0,0.0,0.0,2014-04-28,2.0,292.0,51.0,981.0,224.0,23.0,17.0,1.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,1
1800,PhD,Single,63159.0,0.0,0.0,2012-11-05,74.0,965.0,34.0,586.0,89.0,86.0,37.0,1.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1
1801,Graduation,Partner,37758.0,1.0,1.0,2012-10-04,49.0,27.0,2.0,10.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1
1802,PhD,Single,46757.0,0.0,1.0,2012-11-16,71.0,777.0,30.0,163.0,0.0,51.0,122.0,6.0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1803,Master,Partner,79734.0,0.0,0.0,2014-06-28,72.0,572.0,8.0,232.0,23.0,62.0,17.0,1.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,2
1804,Graduation,Partner,63207.0,0.0,0.0,2013-01-20,68.0,438.0,169.0,565.0,91.0,169.0,70.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0
1805,Graduation,Single,72071.0,0.0,1.0,2013-02-14,4.0,531.0,69.0,300.0,150.0,138.0,150.0,3.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2
1806,PhD,Partner,21840.0,1.0,0.0,2013-07-21,80.0,17.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2
1807,UnderGraduate,Partner,58582.0,0.0,1.0,2013-09-28,15.0,402.0,35.0,106.0,101.0,77.0,42.0,2.0,9.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0
1808,Graduation,Single,72282.0,0.0,0.0,2013-07-19,70.0,503.0,27.0,419.0,90.0,139.0,153.0,1.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,1
1809,Graduation,Partner,50387.0,0.0,2.0,2013-08-31,91.0,369.0,9.0,87.0,12.0,14.0,34.0,3.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1
1810,PhD,Partner,32583.0,1.0,1.0,2014-06-15,10.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
1811,Graduation,Partner,62568.0,0.0,1.0,2014-04-07,99.0,362.0,17.0,398.0,80.0,35.0,61.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,2
1812,Master,Single,44635.0,1.0,1.0,2013-10-11,25.0,56.0,0.0,9.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2
1813,Master,Single,33316.0,1.0,1.0,2013-10-04,34.0,79.0,1.0,31.0,4.0,4.0,12.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1
1814,Graduation,Partner,63967.0,0.0,1.0,2013-08-09,57.0,387.0,84.0,141.0,73.0,35.0,162.0,3.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1
1815,UnderGraduate,Partner,52513.0,0.0,0.0,2012-09-04,84.0,367.0,17.0,241.0,104.0,188.0,232.0,2.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
1816,Graduation,Partner,25293.0,1.0,0.0,2013-09-15,51.0,15.0,0.0,11.0,0.0,2.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1
1817,PhD,Single,54111.0,0.0,1.0,2013-08-25,97.0,267.0,6.0,54.0,8.0,3.0,50.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1
1818,Graduation,Partner,78394.0,0.0,0.0,2013-02-15,13.0,298.0,27.0,697.0,216.0,24.0,166.0,1.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,2
1819,Master,Partner,80739.0,0.0,0.0,2013-05-23,92.0,674.0,92.0,736.0,39.0,0.0,92.0,1.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1820,Master,Partner,22669.0,1.0,0.0,2013-05-22,30.0,16.0,14.0,36.0,37.0,22.0,48.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,2
1821,Graduation,Single,29236.0,1.0,0.0,2013-10-08,30.0,37.0,4.0,24.0,16.0,9.0,9.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0
1822,Graduation,Partner,44911.0,0.0,1.0,2013-03-15,11.0,159.0,0.0,22.0,2.0,1.0,31.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
1823,PhD,Partner,54693.0,0.0,1.0,2013-02-17,72.0,686.0,17.0,142.0,23.0,26.0,35.0,8.0,6.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1
1824,Graduation,Partner,48186.0,1.0,0.0,2014-03-20,39.0,97.0,3.0,66.0,12.0,7.0,34.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1
1825,Graduation,Partner,54809.0,1.0,1.0,2013-09-11,0.0,63.0,6.0,57.0,13.0,13.0,22.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0
1826,Graduation,Partner,41580.0,1.0,1.0,2012-12-10,15.0,56.0,5.0,24.0,4.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2
1827,PhD,Partner,80336.0,0.0,0.0,2013-09-09,12.0,209.0,19.0,456.0,160.0,142.0,66.0,1.0,2.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1
1828,Graduation,Partner,47743.0,0.0,1.0,2013-03-22,56.0,198.0,2.0,43.0,0.0,12.0,20.0,3.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,1
1829,UnderGraduate,Partner,62972.0,0.0,1.0,2012-08-03,39.0,313.0,15.0,47.0,20.0,0.0,192.0,2.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0
1830,PhD,Single,57333.0,0.0,1.0,2012-09-22,55.0,941.0,14.0,397.0,76.0,58.0,176.0,11.0,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0
1831,PhD,Partner,32313.0,1.0,0.0,2013-02-11,60.0,86.0,4.0,56.0,2.0,4.0,7.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0
1832,Master,Single,84953.0,0.0,0.0,2013-06-03,73.0,167.0,48.0,602.0,63.0,72.0,72.0,1.0,3.0,10.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,71.0,2
1833,Master,Single,27071.0,1.0,0.0,2014-04-23,90.0,8.0,3.0,19.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
1834,Master,Partner,68148.0,0.0,0.0,2013-08-31,86.0,389.0,66.0,408.0,37.0,57.0,85.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0
1835,Master,Partner,65735.0,1.0,1.0,2013-12-07,37.0,239.0,7.0,119.0,4.0,15.0,11.0,5.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1836,PhD,Partner,86836.0,0.0,0.0,2012-09-12,7.0,179.0,21.0,273.0,0.0,21.0,63.0,1.0,6.0,10.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,49.0,1
1837,PhD,Partner,4023.0,1.0,1.0,2014-06-23,29.0,5.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1838,Graduation,Partner,30093.0,0.0,0.0,2013-07-08,19.0,2.0,6.0,28.0,13.0,4.0,16.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2
1839,PhD,Partner,57705.0,0.0,1.0,2014-01-11,14.0,383.0,0.0,53.0,6.0,4.0,40.0,3.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2
1840,Graduation,Single,25008.0,1.0,0.0,2014-02-02,72.0,2.0,8.0,8.0,6.0,1.0,9.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
1841,UnderGraduate,Single,83257.0,0.0,0.0,2012-09-18,56.0,536.0,27.0,590.0,38.0,107.0,67.0,1.0,5.0,10.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,29.0,1
1842,Graduation,Partner,22280.0,1.0,0.0,2013-05-19,85.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
1843,PhD,Partner,72159.0,0.0,0.0,2012-10-29,62.0,322.0,53.0,899.0,34.0,40.0,53.0,1.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1
1844,Graduation,Partner,64260.0,0.0,0.0,2013-01-11,1.0,539.0,169.0,816.0,20.0,0.0,30.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,2
1845,PhD,Single,82733.0,0.0,0.0,2013-09-10,28.0,712.0,50.0,420.0,65.0,38.0,38.0,1.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,2
1846,Master,Single,74290.0,0.0,1.0,2013-08-12,70.0,1121.0,0.0,72.0,0.0,12.0,12.0,4.0,10.0,8.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,53.0,2
1847,Master,Single,58217.0,2.0,1.0,2012-11-17,84.0,68.0,1.0,13.0,3.0,5.0,13.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1848,Master,Partner,21024.0,0.0,0.0,2013-07-04,89.0,36.0,4.0,18.0,6.0,2.0,18.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2
1849,PhD,Partner,70116.0,0.0,0.0,2013-01-26,73.0,707.0,44.0,603.0,95.0,58.0,29.0,1.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0
1850,Graduation,Partner,54006.0,1.0,0.0,2012-09-18,42.0,174.0,77.0,203.0,6.0,24.0,97.0,2.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1
1851,PhD,Partner,69063.0,0.0,1.0,2012-11-07,16.0,666.0,35.0,124.0,69.0,8.0,26.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0
1852,UnderGraduate,Single,11448.0,0.0,0.0,2013-12-15,16.0,0.0,0.0,0.0,6.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1
1853,Graduation,Single,61825.0,0.0,1.0,2013-08-07,56.0,162.0,50.0,100.0,55.0,30.0,27.0,1.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1
1854,Graduation,Partner,70886.0,1.0,0.0,2013-10-14,65.0,407.0,70.0,239.0,103.0,88.0,53.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1
1855,Graduation,Partner,69109.0,0.0,0.0,2012-11-09,10.0,823.0,25.0,459.0,124.0,29.0,95.0,1.0,6.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,2
1856,Graduation,Single,60208.0,1.0,1.0,2012-10-07,13.0,488.0,23.0,71.0,15.0,0.0,59.0,11.0,8.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,0
1857,Master,Partner,32889.0,1.0,1.0,2013-09-06,78.0,28.0,0.0,13.0,4.0,2.0,8.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
1858,Graduation,Single,34738.0,1.0,0.0,2014-05-11,51.0,3.0,2.0,10.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1
1859,Master,Partner,30538.0,1.0,0.0,2012-10-01,27.0,284.0,0.0,52.0,8.0,3.0,20.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2
1860,UnderGraduate,Partner,82326.0,0.0,0.0,2014-03-10,30.0,938.0,142.0,754.0,159.0,81.0,183.0,1.0,5.0,10.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,47.0,2
1861,PhD,Single,26642.0,1.0,0.0,2014-03-01,71.0,13.0,2.0,15.0,2.0,2.0,8.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
1862,Graduation,Single,69932.0,0.0,1.0,2013-06-12,97.0,412.0,172.0,153.0,150.0,105.0,57.0,2.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2
1863,Graduation,Single,44503.0,1.0,1.0,2014-04-16,83.0,31.0,1.0,8.0,0.0,0.0,8.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1
1864,PhD,Single,60200.0,0.0,1.0,2013-01-02,3.0,502.0,19.0,132.0,0.0,6.0,26.0,6.0,6.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1
1865,Graduation,Single,49638.0,0.0,1.0,2014-04-19,71.0,18.0,10.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2
1866,UnderGraduate,Single,23830.0,0.0,0.0,2014-02-07,3.0,1.0,8.0,6.0,4.0,8.0,16.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0
1867,Master,Single,33051.0,0.0,0.0,2012-08-16,15.0,100.0,71.0,243.0,108.0,94.0,219.0,3.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0
1868,Graduation,Partner,72905.0,0.0,0.0,2014-01-21,52.0,407.0,114.0,445.0,181.0,165.0,203.0,1.0,3.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,2
1869,PhD,Partner,69702.0,0.0,1.0,2013-02-19,8.0,664.0,9.0,240.0,50.0,19.0,57.0,2.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1
1870,Graduation,Single,70300.0,1.0,0.0,2013-07-15,89.0,1045.0,61.0,338.0,60.0,46.0,46.0,3.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
1871,PhD,Partner,70643.0,0.0,0.0,2012-10-15,66.0,1218.0,107.0,304.0,23.0,143.0,33.0,1.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,1
1872,PhD,Partner,30396.0,1.0,0.0,2014-04-30,22.0,15.0,0.0,6.0,0.0,1.0,12.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,0
1873,PhD,Single,50616.0,0.0,1.0,2014-04-18,56.0,128.0,0.0,16.0,0.0,1.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2
1874,Master,Single,62772.0,0.0,1.0,2013-05-19,74.0,581.0,49.0,157.0,43.0,8.0,108.0,1.0,5.0,6.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0
1875,PhD,Single,30298.0,0.0,0.0,2014-05-19,48.0,6.0,3.0,12.0,6.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0
1876,Graduation,Single,52413.0,1.0,0.0,2012-11-03,67.0,185.0,8.0,133.0,56.0,56.0,12.0,2.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1
1877,PhD,Partner,44155.0,1.0,1.0,2014-01-19,24.0,22.0,1.0,9.0,0.0,0.0,14.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1
1878,PhD,Single,86979.0,0.0,0.0,2013-11-07,67.0,584.0,100.0,835.0,65.0,83.0,35.0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,2
1879,Graduation,Partner,76532.0,1.0,1.0,2013-09-09,38.0,355.0,30.0,177.0,90.0,138.0,30.0,4.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1
1880,Graduation,Partner,42081.0,1.0,0.0,2013-02-26,86.0,175.0,10.0,110.0,54.0,6.0,27.0,2.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,1
1881,PhD,Partner,67546.0,0.0,0.0,2012-08-31,90.0,864.0,134.0,768.0,150.0,38.0,172.0,1.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0
1882,Master,Partner,88420.0,0.0,0.0,2014-05-02,87.0,957.0,153.0,612.0,99.0,95.0,153.0,1.0,4.0,7.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,35.0,0
1883,Graduation,Partner,31158.0,1.0,0.0,2013-01-27,62.0,25.0,6.0,16.0,20.0,0.0,5.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2
1884,Graduation,Single,61671.0,0.0,1.0,2014-06-03,23.0,641.0,7.0,56.0,0.0,0.0,28.0,8.0,10.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,56.0,0
1885,Graduation,Single,69719.0,0.0,0.0,2014-05-26,99.0,273.0,86.0,208.0,177.0,14.0,43.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2
1886,Graduation,Single,49160.0,0.0,1.0,2013-10-20,29.0,122.0,21.0,43.0,25.0,10.0,15.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0
1887,UnderGraduate,Partner,24882.0,1.0,0.0,2012-09-09,52.0,1.0,4.0,10.0,29.0,0.0,36.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,1
1888,PhD,Single,90933.0,0.0,0.0,2014-03-31,90.0,1020.0,31.0,430.0,62.0,63.0,79.0,1.0,4.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,1
1889,PhD,Single,113734.0,0.0,0.0,2014-05-28,9.0,6.0,2.0,3.0,1.0,262.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0
1890,PhD,Partner,59292.0,0.0,1.0,2013-06-13,71.0,378.0,14.0,68.0,19.0,14.0,14.0,2.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,1
1891,PhD,Partner,45759.0,1.0,1.0,2013-02-23,13.0,42.0,1.0,18.0,3.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1
1892,Graduation,Single,22148.0,0.0,0.0,2014-04-13,16.0,15.0,5.0,14.0,0.0,4.0,11.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0
1893,Master,Partner,73395.0,0.0,0.0,2014-03-18,94.0,272.0,7.0,80.0,20.0,7.0,11.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2
1894,Graduation,Single,29819.0,1.0,0.0,2013-10-24,77.0,9.0,1.0,24.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1
1895,Graduation,Partner,45688.0,0.0,1.0,2014-01-25,20.0,279.0,0.0,18.0,0.0,0.0,9.0,2.0,3.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0
1896,Graduation,Partner,62820.0,0.0,0.0,2013-05-11,51.0,398.0,61.0,265.0,138.0,61.0,53.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0
1897,PhD,Partner,60491.0,0.0,1.0,2013-09-06,81.0,637.0,47.0,237.0,12.0,19.0,76.0,4.0,6.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1
1898,Graduation,Partner,33235.0,1.0,0.0,2014-02-05,71.0,45.0,0.0,16.0,2.0,1.0,6.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1
1899,Graduation,Partner,35701.0,0.0,0.0,2013-03-19,36.0,21.0,1.0,9.0,7.0,3.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2
1900,Master,Partner,31535.0,1.0,0.0,2013-09-26,95.0,15.0,4.0,13.0,0.0,0.0,19.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0
1901,UnderGraduate,Partner,92556.0,0.0,0.0,2014-04-20,32.0,493.0,183.0,352.0,184.0,23.0,28.0,0.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0
1902,Graduation,Single,67384.0,0.0,1.0,2012-11-10,32.0,957.0,40.0,175.0,158.0,53.0,107.0,2.0,7.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0
1903,Master,Partner,80573.0,0.0,0.0,2012-10-14,85.0,829.0,138.0,430.0,60.0,92.0,15.0,1.0,4.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
1904,Graduation,Partner,77870.0,0.0,1.0,2012-08-22,93.0,1017.0,50.0,500.0,65.0,50.0,133.0,3.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,57.0,0
1905,PhD,Single,52278.0,0.0,1.0,2013-01-25,24.0,953.0,0.0,71.0,0.0,0.0,174.0,6.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1
1906,Graduation,Single,57107.0,0.0,1.0,2012-08-24,44.0,159.0,0.0,120.0,0.0,0.0,137.0,7.0,4.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,56.0,2
1907,Graduation,Partner,18929.0,0.0,0.0,2013-02-16,15.0,32.0,0.0,8.0,23.0,4.0,18.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0
1908,PhD,Single,36038.0,1.0,0.0,2013-05-31,82.0,23.0,0.0,15.0,0.0,2.0,7.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
1909,Graduation,Single,20180.0,0.0,0.0,2013-02-20,27.0,18.0,42.0,24.0,15.0,20.0,18.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
